Date,Price,Open,High,Low,Vol.,Change %
6-Dec-18,0.9796,0.9814,0.987,0.979,1.96M,-0.18%
7-Dec-18,0.9938,0.9796,0.995,0.9795,5.10M,1.45%
8-Dec-18,0.996,0.9938,0.9989,0.9875,2.75M,0.22%
9-Dec-18,0.9943,0.996,0.9975,0.9915,1.06M,-0.17%
10-Dec-18,0.9925,0.9943,0.9967,0.9915,922.99K,-0.18%
11-Dec-18,0.9905,0.9925,0.9942,0.9855,2.06M,-0.20%
12-Dec-18,0.9944,0.9905,0.9966,0.9884,1.64M,0.39%
13-Dec-18,0.988,0.9944,0.997,0.9863,5.93M,-0.64%
14-Dec-18,0.99,0.988,0.99,0.9855,1.32M,0.20%
15-Dec-18,0.989,0.99,0.9916,0.9857,717.57K,-0.10%
16-Dec-18,0.9908,0.989,0.9917,0.9861,1.07M,0.18%
17-Dec-18,0.9966,0.9908,0.9988,0.9871,3.14M,0.59%
18-Dec-18,1.0034,0.9966,1.004,0.9941,4.92M,0.68%
19-Dec-18,1.0048,1.0034,1.0151,0.9971,4.61M,0.14%
20-Dec-18,1.0065,1.0048,1.0136,1,8.08M,0.17%
21-Dec-18,1.0004,1.0065,1.0099,1,3.33M,-0.61%
22-Dec-18,1.0078,1.0004,1.0082,0.9986,2.41M,0.74%
23-Dec-18,1.0031,1.0078,1.009,1.0019,1.27M,-0.47%
24-Dec-18,1.005,1.0031,1.0104,1.0024,3.78M,0.19%
25-Dec-18,1.0099,1.005,1.0125,1.002,1.86M,0.49%
26-Dec-18,1.0073,1.0099,1.0108,1.0056,911.96K,-0.26%
27-Dec-18,1.0061,1.0073,1.0078,1.004,2.01M,-0.12%
28-Dec-18,1.0112,1.0061,1.0171,1.003,5.89M,0.51%
29-Dec-18,1.0097,1.0112,1.0177,1.0042,2.68M,-0.15%
30-Dec-18,1.0075,1.0097,1.011,1.0041,1.78M,-0.22%
31-Dec-18,0.9991,1.0075,1.0088,0.9991,2.24M,-0.83%
1-Jan-19,1.0054,0.9991,1.0065,0.997,1.26M,0.63%
2-Jan-19,1.007,1.0054,1.01,1.0026,3.90M,0.16%
3-Jan-19,1.005,1.007,1.0095,1.001,3.38M,-0.20%
4-Jan-19,1.0059,1.005,1.0079,1,5.23M,0.09%
5-Jan-19,1.0051,1.0059,1.01,1.0043,2.67M,-0.08%
6-Jan-19,1.011,1.0051,1.0148,1.003,4.25M,0.59%
7-Jan-19,1.0057,1.011,1.0136,1.005,2.24M,-0.52%
8-Jan-19,1.0064,1.0057,1.008,1.0051,8.08M,0.07%
9-Jan-19,1.0068,1.0064,1.0081,1.0035,8.94M,0.04%
10-Jan-19,1.0097,1.0068,1.011,1.0015,12.37M,0.29%
11-Jan-19,1.0077,1.0098,1.0109,1.0044,17.07M,-0.20%
12-Jan-19,1.0085,1.0077,1.0094,1.0072,2.60M,0.08%
13-Jan-19,1.0081,1.0085,1.0096,1.0077,3.72M,-0.04%
14-Jan-19,1.0089,1.0081,1.009,1.0056,11.78M,0.08%
15-Jan-19,1.0062,1.0089,1.0093,1.0059,8.65M,-0.27%
16-Jan-19,1.0034,1.0062,1.0071,1.0032,7.04M,-0.28%
17-Jan-19,1.0049,1.0034,1.005,1.0014,9.00M,0.15%
18-Jan-19,1.0025,1.0049,1.0053,1.0025,4.64M,-0.24%
19-Jan-19,1.0036,1.0025,1.0055,1.0023,5.51M,0.11%
20-Jan-19,1.0002,1.0036,1.0042,0.9969,1.70M,-0.34%
21-Jan-19,1.0016,1.0002,1.0025,0.9989,1.26M,0.14%
22-Jan-19,1.0008,1.0016,1.003,1,2.26M,-0.08%
23-Jan-19,1.0012,1.0008,1.0019,0.9992,1.98M,0.04%
24-Jan-19,1.0008,1.0012,1.002,0.998,1.35M,-0.04%
25-Jan-19,0.9976,1.0008,1.0008,0.9963,848.94K,-0.32%
26-Jan-19,0.9966,0.9976,1.002,0.9962,293.92K,-0.10%
27-Jan-19,0.9942,0.9966,0.9975,0.9936,552.11K,-0.24%
28-Jan-19,0.999,0.9942,1,0.993,1.90M,0.48%
29-Jan-19,0.995,0.999,1,0.9943,1.92M,-0.40%
30-Jan-19,0.9932,0.995,0.9998,0.9926,1.93M,-0.18%
31-Jan-19,0.994,0.9933,0.9968,0.9914,2.54M,0.08%
1-Feb-19,0.9915,0.994,0.9948,0.9862,1.45M,-0.25%
2-Feb-19,0.9899,0.9915,0.995,0.9894,463.33K,-0.16%
3-Feb-19,0.9882,0.9899,0.992,0.9869,612.73K,-0.17%
4-Feb-19,0.9851,0.9882,0.9891,0.9847,986.92K,-0.31%
5-Feb-19,0.9881,0.9851,0.99,0.9844,2.01M,0.30%
6-Feb-19,0.9885,0.9881,0.9965,0.9862,3.12M,0.04%
7-Feb-19,0.9885,0.9884,0.9897,0.9867,1.80M,0.00%
8-Feb-19,0.9895,0.9885,0.9936,0.9858,6.23M,0.10%
9-Feb-19,0.9889,0.9895,0.9906,0.9875,1.51M,-0.06%
10-Feb-19,0.9918,0.9889,0.9923,0.988,1.52M,0.29%
11-Feb-19,0.9877,0.9918,0.9929,0.9869,2.43M,-0.41%
12-Feb-19,0.9883,0.9877,0.9917,0.9852,2.19M,0.06%
13-Feb-19,0.9892,0.9883,0.9915,0.9877,1.92M,0.09%
14-Feb-19,0.9903,0.9891,0.9917,0.9885,3.72M,0.11%
15-Feb-19,0.9901,0.9903,0.9918,0.9889,2.01M,-0.02%
16-Feb-19,0.9899,0.9901,0.9921,0.9895,1.66M,-0.02%
17-Feb-19,0.9889,0.9899,0.9904,0.9875,2.85M,-0.10%
18-Feb-19,0.992,0.9889,0.9968,0.9861,5.01M,0.31%
19-Feb-19,0.9921,0.992,0.997,0.991,2.06M,0.01%
20-Feb-19,0.991,0.9921,0.9965,0.99,2.39M,-0.11%
21-Feb-19,0.9896,0.991,0.9936,0.9894,2.15M,-0.14%
22-Feb-19,0.9929,0.9896,0.995,0.989,2.26M,0.33%
23-Feb-19,0.9984,0.9929,0.9987,0.9915,4.00M,0.55%
24-Feb-19,0.9971,0.9984,0.9988,0.993,4.82M,-0.13%
25-Feb-19,0.9967,0.9971,0.9976,0.9919,3.39M,-0.04%
26-Feb-19,0.9967,0.996,0.9989,0.9938,1.17M,0.00%
27-Feb-19,0.9943,0.9967,0.9983,0.9939,2.58M,-0.24%
28-Feb-19,0.995,0.9943,0.998,0.9939,2.24M,0.07%
1-Mar-19,0.9954,0.995,0.9961,0.992,2.02M,0.04%
2-Mar-19,0.9968,0.9954,0.9968,0.9943,381.32K,0.14%
3-Mar-19,0.9942,0.9968,0.9968,0.9939,1.18M,-0.26%
4-Mar-19,0.9959,0.9942,0.9978,0.9935,1.77M,0.17%
5-Mar-19,0.997,0.9959,0.998,0.994,4.43M,0.11%
6-Mar-19,0.996,0.997,0.9975,0.9949,1.87M,-0.10%
7-Mar-19,0.9953,0.996,0.9973,0.9945,1.62M,-0.07%
8-Mar-19,0.9934,0.9953,0.9966,0.993,1.12M,-0.19%
9-Mar-19,0.9944,0.9934,0.9961,0.9932,558.75K,0.10%
10-Mar-19,0.9952,0.9944,0.9965,0.9933,318.66K,0.08%
11-Mar-19,0.995,0.9952,0.9965,0.9934,1.19M,-0.02%
12-Mar-19,0.9945,0.995,0.996,0.993,897.92K,-0.05%
13-Mar-19,0.9957,0.9945,0.9965,0.9925,1.11M,0.12%
14-Mar-19,0.9944,0.9957,0.9979,0.9931,3.11M,-0.13%
